Id,Label,Layer,Affiliation,Subjects,Applications
122204171,A. Bergman,2.0,University of Toronto (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Healthcare']"
144722242,A. Bertozzi,2.0,Boston College (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Networks/Telecommunications']"
6874864,A. Bertucco,2.0,Google (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Energy']"
10754103,A. Bhagoji,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Networks/Telecommunications', 'Pure Theory']"
1732880,A. Bhalla,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Energy']"
1742141812,A. Biagi,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Public Policy']"
1741469,A. Bicchi,2.0,ETH Zurich (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Robotics']"
21724344,A. Bijalwan,2.0,Google (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Natural Language Processing']"
115658044,A. Bind,2.0,Google (Inferred),[],[]
2007527690,A. Borenstein,1.0,Massachusetts Institute of Technology (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Networks/Telecommunications']"
41150632,A. Borovykh,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Networks/Telecommunications']"
1710379,A. Boukerche,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Networks/Telecommunications', 'Energy']"
2410839,A. Budhiraja,2.0,Yale University (Inferred),"['Probability', 'Game Theory']","['Pure Theory', 'Networks/Telecommunications']"
1936987,A. Buil,2.0,University of California -- Los Angeles (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Healthcare']"
1963591,A. Buja,2.0,University of Pennsylvania (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Networks/Telecommunications']"
2238795,A. Buluç,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
1926569,A. Burks,2.0,UNC-Chapel Hill (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Healthcare']"
121858664,A. Bustos,2.0,Hospital Universitario 12 de Octubre (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Natural Language Processing', 'Healthcare']"
2196338,A. Buu,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Public Policy']"
83443737,A. C. E. Paeres,2.0,Hospital Universitario 12 de Octubre (Inferred),[],[]
2063990101,A. C. Kong,2.0,University of Hong Kong (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Transportation/Logistics']"
1991008,A. C. Murillo,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Robotics', 'Public Policy']"
26894892,A. C. Prapul Chandra,2.0,Stanford University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
1405000233,A. C. Rueda-Linarez,2.0,Hospital Universitario 12 de Octubre (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
2069542966,A. C. Utrilla,2.0,Hospital Universitario 12 de Octubre (Inferred),"['Probability', 'Game Theory']","['Natural Language Processing', 'Pure Theory']"
1398413119,A. Caban-Martinez,2.0,Stanford University (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Pure Theory']"
38699461,A. Cabello,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Healthcare']"
31410253,A. Caggegi,2.0,Technical University of Munich (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
1981673,A. Caiti,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Robotics', 'Natural Language Processing']"
1694945663,A. Camps-Vilaró,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Public Policy']"
10070104,A. Cangi,2.0,Google (Inferred),"['Probability', 'Optimization']","['Energy', 'Pure Theory']"
35130918,A. Capobianco,2.0,Stanford University (Inferred),"['Probability', 'Game Theory']","['Networks/Telecommunications', 'Natural Language Processing']"
30566636,A. Capozzoli,2.0,IMT School for Advanced Studies Lucca (Inferred),"['Statistics and Machine Learning (ML)', 'Optimization']","['Energy', 'Pure Theory']"
34912789,A. Capponi,2.0,Worcester Polytechnic Institute (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Finance']"
145629019,A. Carr,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Healthcare']"
1726079791,A. Carrascosa-Granada,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Natural Language Processing', 'Healthcare']"
2266753684,A. Carrell,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Natural Language Processing']"
5984871,A. Castagna,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
2107381129,A. Castro,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Pure Theory']"
73774928,A. Cauligi,1.0,Princeton University (Inferred),"['Optimization', 'Probability']","['Robotics', 'Pure Theory']"
1860631,A. Censi,2.0,Technical University of Munich (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Robotics']"
2499854,A. Chakraborty,2.0,Google (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Natural Language Processing']"
34469603,A. Chakravarti,2.0,Google (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Healthcare']"
1729656,A. Chandrakasan,2.0,ETH Zurich (Inferred),"['Probability', 'Game Theory']","['Networks/Telecommunications', 'Energy']"
2314031504,A. CharlotteLe1,2.0,UC Berkeley (Inferred),"['Probability', 'Optimization']","['Robotics', 'Pure Theory']"
84178662,A. Chaurasia,2.0,Google (Inferred),"['Probability', 'Optimization']","['Healthcare', 'Pure Theory']"
133577547,A. Cherni,2.0,Princeton University (Inferred),[],[]
2418215,A. Cherukuri,2.0,Princeton University (Inferred),"['Optimization', 'Probability']","['Pure Theory', 'Networks/Telecommunications']"
9961405,A. Chinaglia,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Healthcare', 'Natural Language Processing']"
50195243,A. Chopra,2.0,Google (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Healthcare']"
2110556,A. Chorti,2.0,"The Chinese University of Hong Kong, Shenzhen (Inferred)","['Probability', 'Optimization']","['Networks/Telecommunications', 'Pure Theory']"
1388056657,A. Coerver,2.0,Stanford (Inferred),"['Probability', 'Game Theory']","['Pure Theory', 'Natural Language Processing']"
2296322023,A. Cojocaru,2.0,UC Berkeley (Inferred),"['Statistics and Machine Learning (ML)', 'Probability']","['Pure Theory', 'Natural Language Processing']"
144411700,A. Connolly,2.0,UNC-Chapel Hill (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Public Policy']"
73797888,A. Coughlin,2.0,Hong Kong University of Science and Technology (Inferred),"['Probability', 'Game Theory']","['Energy', 'Pure Theory']"
2273284461,A. D,2.0,Google (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Healthcare']"
10368944,A. D. Agustín,2.0,Hospital Universitario 12 de Octubre (Inferred),"['Probability', 'Optimization']","['Natural Language Processing', 'Energy']"
2134891597,A. D. Truchis,2.0,UT Austin (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Pure Theory']"
3737568,A. Dahuja,2.0,Google (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Pure Theory']"
2044010,A. Dalalyan,2.0,ENSAE-CREST and Criteo AI Lab (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
144912527,A. Daly,2.0,UC Berkeley (Inferred),[],[]
2347456055,A. Dang,2.0,Hong Kong University of Science and Technology (Inferred),"['Optimization', 'Probability']","['Public Policy', 'Pure Theory']"
93298811,A. Danzig,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
37415630,A. Dass,2.0,Google (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Natural Language Processing']"
2346464,A. Davini,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Energy']"
2078869,A. Davydow,2.0,MIT (Inferred),"['Probability', 'Optimization']","['Networks/Telecommunications', 'Transportation/Logistics']"
84315698,A. Delarue,2.0,Massachusetts Institute of Technology (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
1768934,A. Dembo,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
1738467312,A. Depaoli,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Public Policy']"
8570914,A. Devercelli,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Natural Language Processing']"
3422012,A. Dhaka,2.0,Google (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Pure Theory']"
1897689,A. Dhiman,2.0,Google (Inferred),"['Probability', 'Game Theory']","['Natural Language Processing', 'Healthcare']"
145307083,A. Diaz de Leon,2.0,UC Berkeley (Inferred),[],[]
2078560937,A. Dobos,2.0,UC Berkeley (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Energy']"
2981760,A. Doglioli,2.0,Princeton University (Inferred),"['Probability', 'Game Theory']","['Pure Theory', 'Public Policy']"
145961409,A. Doherty,2.0,Massachusetts Institute of Technology (Inferred),"['Probability', 'Game Theory']","['Pure Theory', 'Public Policy']"
2174222316,A. Dorken-Gallastegi,2.0,Massachusetts Institute of Technology (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Healthcare']"
2745001,A. Dragan,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
6536465,A. Duimering,2.0,Stanford University (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Healthcare']"
1435515742,A. Durante-López,2.0,Hospital Universitario 12 de Octubre (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Public Policy']"
2374030,A. Dvivedi,2.0,Google (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Networks/Telecommunications']"
101347662,A. Dwivedi,2.0,Google (Inferred),"['Probability', 'Game Theory']","['Pure Theory', 'Public Policy']"
37325193,A. Dönmez,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Pure Theory']"
1398857454,A. D’innocenzo,2.0,IMT School for Advanced Studies Lucca (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Energy', 'Networks/Telecommunications']"
143722585,A. Edmundson,2.0,Princeton University (Inferred),"['Probability', 'Game Theory']","['Networks/Telecommunications', 'Public Policy']"
1395979681,A. El-latif,2.0,Stanford University (Inferred),"['Probability', 'Game Theory']","['Networks/Telecommunications', 'Public Policy']"
3463388,A. Elfiky,2.0,Massachusetts Institute of Technology (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Public Policy']"
2078603050,A. Elkordy,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Networks/Telecommunications', 'Pure Theory']"
3210657,A. Ellington,2.0,University of Texas at Austin (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Robotics', 'Networks/Telecommunications']"
2191737644,A. Elmustafa,2.0,"Mila Quebec AI Institute, Fraunhofer ITWM (Inferred)","['Probability', 'Statistics and Machine Learning (ML)']","['Natural Language Processing', 'Public Policy']"
100482421,A. Elouaflin,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
1783299,A. Elwalid,2.0,"Institute of AI, ChinaTelecom (Inferred)","['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Transportation/Logistics']"
1811529,A. Esteva,2.0,Salesforce Research (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Pure Theory']"
2261492943,A. F. Cooper,2.0,"Mila Quebec AI Institute, Fraunhofer ITWM (Inferred)","['Probability', 'Statistics and Machine Learning (ML)']","['Natural Language Processing', 'Pure Theory']"
101382227,A. F. Kharshiladze,2.0,IMT School for Advanced Studies Lucca (Inferred),"['Probability', 'Game Theory']","['Pure Theory', 'Natural Language Processing']"
2323164369,A. F. Salazar-Gomez,2.0,ETH Zurich (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Healthcare']"
4074176,A. Faaij,2.0,Stanford University (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Energy']"
2087328,A. Fabozzo,2.0,ETH Zurich (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Natural Language Processing', 'Public Policy']"
48105629,A. Farazmand,2.0,Princeton University (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Natural Language Processing']"
2383883318,A. Farhan,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Pure Theory']"
2139724224,A. Fatima,2.0,Google (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Supply Chain/Revenue Management']"
145754658,A. Feizi,2.0,Massachusetts Institute of Technology (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Public Policy']"
144406831,A. Fekete,2.0,UC Berkeley (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Natural Language Processing']"
33576257,A. Feller,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Healthcare']"
2107274034,A. Fernandez,2.0,Hospital Universitario 12 de Octubre (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Networks/Telecommunications']"
114906315,A. Fernández Ortiz,2.0,Hospital Universitario 12 de Octubre (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Public Policy']"
1397370979,A. Fernández-Ortiz,2.0,Hospital Universitario 12 de Octubre (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Public Policy']"
146065200,A. Fernández‐Cruz,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Public Policy']"
50233303,A. Ferrari,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Healthcare']"
1401900705,A. Ferreira-Neto,2.0,Hospital Universitario 12 de Octubre (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Healthcare']"
2379861894,A. Ferrera,2.0,Hospital Universitario 12 de Octubre (Inferred),"['Probability', 'Game Theory']","['Natural Language Processing', 'Healthcare']"
31775006,A. Filippi,2.0,University of Texas at Austin (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Pure Theory']"
1500385782,A. Fleischmann,2.0,Stanford (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Natural Language Processing']"
1952622,A. Fox,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Healthcare', 'Public Policy']"
6535929,A. Fredriksson,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Healthcare']"
2231947,A. Friesen,2.0,DeepMind (Inferred),"['Statistics and Machine Learning (ML)', 'Probability']","['Pure Theory', 'Robotics']"
3433811,A. Froio,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Healthcare', 'Public Policy']"
1807923992,A. Frouin,2.0,University of California -- Los Angeles (Inferred),"['Optimization', 'Probability']","['Healthcare', 'Networks/Telecommunications']"
2068511419,A. Fu,2.0,Stanford (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Healthcare']"
2063969144,A. Fuller,2.0,"Mila Quebec AI Institute, Fraunhofer ITWM (Inferred)","['Statistics and Machine Learning (ML)', 'Probability']","['Pure Theory', 'Public Policy']"
49229263,A. Gaber,2.0,Google (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Natural Language Processing']"
2084466,A. Gagliardi,2.0,Salesforce Research (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Energy']"
4516498,A. Gallino,2.0,Princeton University (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Public Policy']"
1720003,A. Gamal,2.0,Technical University of Munich (Inferred),"['Probability', 'Optimization']","['Energy', 'Pure Theory']"
1398026974,A. Garcia-Pino,2.0,Hong Kong University of Science and Technology (Inferred),"['Probability', 'Game Theory']","['Pure Theory', 'Public Policy']"
1721909,A. Garnaev,2.0,"The Chinese University of Hong Kong, Shenzhen (Inferred)","['Game Theory', 'Probability']","['Networks/Telecommunications', 'Pure Theory']"
52173669,A. Gasperetti,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Public Policy']"
4121624,A. Gaudin,2.0,Stanford University (Inferred),"['Probability', 'Optimization']","['Healthcare', 'Networks/Telecommunications']"
26999580,A. Gautam,2.0,Google (Inferred),[],[]
133597805,A. Gebran,2.0,Massachusetts Institute of Technology (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Public Policy']"
4160418,A. Gehi,2.0,UNC-Chapel Hill (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Healthcare']"
143629224,A. Genkin,2.0,Harvard University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Networks/Telecommunications', 'Public Policy']"
3269854,A. Georghiou,2.0,Massachusetts Institute of Technology (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
38565890,A. Ghodsi,2.0,UC Berkeley (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Natural Language Processing', 'Pure Theory']"
10419477,A. Gholami,2.0,UC Berkeley (Inferred),"['Statistics and Machine Learning (ML)', 'Probability']","['Natural Language Processing', 'Pure Theory']"
1795861,A. Gilbert,2.0,Boston College (Inferred),"['Statistics and Machine Learning (ML)', 'Probability']","['Pure Theory', 'Natural Language Processing']"
5400279,A. Gnanadesikan,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Pure Theory']"
2135238742,A. Gnaneshwaran,2.0,Google (Inferred),[],[]
49645271,A. Goel,2.0,Princeton University (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Natural Language Processing']"
143999820,A. Golubeva,2.0,University of Calgary (Inferred),"['Statistics and Machine Learning (ML)', 'Probability']","['Pure Theory', 'Networks/Telecommunications']"
35996329,A. Gong,2.0,Hong Kong University of Science and Technology (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Pure Theory']"
14514207,A. Gopakumar,2.0,Hong Kong University of Science and Technology (Inferred),"['Probability', 'Game Theory']","['Energy', 'Pure Theory']"
2046124304,A. Gorla,2.0,University of California -- Los Angeles (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Natural Language Processing']"
152197334,A. Gusev,2.0,University of California -- Los Angeles (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Networks/Telecommunications']"
145350541,A. György,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
32054607,A. Haak,2.0,Stanford University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
1820059,A. Haddadan,2.0,Stanford (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Healthcare']"
1890501,A. Hagberg,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Natural Language Processing', 'Energy']"
2407073825,A. Hanan,2.0,Google (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Natural Language Processing']"
2069487913,A. Hansen,2.0,ETH Zurich (Inferred),"['Probability', 'Optimization']","['Robotics', 'Transportation/Logistics']"
51920201,A. Harshavardhini,2.0,Google (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Natural Language Processing']"
2292327200,A. Harshitha,2.0,Google (Inferred),[],[]
3134710,A. Harutyunyan,2.0,University of Pennsylvania (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Natural Language Processing']"
145561663,A. Hauser,2.0,Stanford University (Inferred),"['Probability', 'Game Theory']","['Pure Theory', 'Public Policy']"
2880484,A. Hennemuth,2.0,Zuse Institute Berlin (Inferred),"['Probability', 'Optimization']","['Healthcare', 'Pure Theory']"
